Ticket Number;Subject;Status;Centros de cultivo Multi X;Centro de cultivo Aquachile;Centro de Cultivo Salmones Aysen;Department;Type;Priority;Owner;Organizations;Assigned Agent;Source;Creator;Resolved In(in minutes);First Replied At;Created At;Updated At;Closed At;Description;Categoría de Problema;Centros de cultivo Caleta Bay;Dispositivo;Radares;Dispositivo;Dispositivo;PC;Grabación de Cámaras;Proveedor de internet;C.M FALLA;Ticket Link
ORCA-AAAA-1316;Metricas de energia;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;896;;septiembre 04, 2024 3:35 AM;septiembre 04, 2024 6:31 PM;septiembre 04, 2024 6:31 PM;Buenas tardes, para informar que las métricas de energía están inoperativa.     En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;Metricas Energia Orcaboard;Click here to view ticket;;
ORCA-AAAA-1311;centro chulchuy;Cerrado;;;Chulchuy;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;1181;;agosto 31, 2024 1:55 AM;septiembre 02, 2024 7:41 PM;septiembre 02, 2024 7:41 PM;Buenas tardes, se adjunta corte de sello de equipo orca. Y consultar también si el equipo quedo funcionando como corresponde después del reinicio. Saludos! (sello cortado) (sello nuevo) En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1312;arreglo de PTZ Camaras base maillen;Cerrado;;;maillen;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;1173;agosto 31, 2024 6:30 AM;agosto 31, 2024 5:30 AM;septiembre 02, 2024 7:32 PM;septiembre 02, 2024 7:32 PM;Buenas tardes.estimados necesitamos si pueden sacar el preset 1 de cámara PTZ4 Maillen la cual seria la siguiente:   También modificar la posición del preset 0 de la misma cámara PTZ4 como la siguiente imagen:Elevar un poco el posicionamiento de la cámara  y continuando con la misma cámara seria elevar también un poco el posicionamiento del preset 3.  Lo ultimo si pueden activar los preset  de camaras PTZ 1, PTZ2, PTZ3 en sala de monitoreo.     En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1310;Mantencion camara de silo Punta Porvenir;Cerrado;;Punta Porvenir;;Soporte;;Alta;Raul  Dodero;;;Email;Raul  Dodero;4146;;agosto 28, 2024 10:25 PM;septiembre 02, 2024 7:31 PM;septiembre 02, 2024 7:31 PM;Buenas tardes:Don Hector, en revisión rutinaria de las cámaras, personal de soporte se percató de que la cámara de silo instalada en Punta Porvenir, fue golpeada por un maxisaco, al parecer fue menor el desplazamiento del lente, ideal sería que personal en el centro cuando puedan, la giren un poco y aprieten la tuerca para que no tengamos que enviar personal, muchas gracias de antemano por la gestión.Le dejamos un fragmento de video en el adjunto para su revisión.Quedamos atentos.Saludos cordiales--  ;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1314;Metricas de Energia;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;1167;;septiembre 01, 2024 3:35 AM;septiembre 02, 2024 7:27 PM;septiembre 02, 2024 7:27 PM;Buenas tardes, para informar que las métricas de energía están inoperativa.    En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;Metricas Energia Orcaboard;Click here to view ticket;;
ORCA-AAAA-1264;RE: Registration Confirmation;Cerrado;;;;Soporte;;Alta;Supervisor Monitoreo;;;Email;Supervisor Monitoreo;57659;;julio 08, 2024 6:25 PM;septiembre 02, 2024 7:24 PM;septiembre 02, 2024 7:24 PM;"Muchas gracias, ahora estamos okey. Saluda AtentamenteHernán Vásquez S.CCTV y Radares.Phone +56 65 2563200Direct +56 65 2393438Mobile +56 9 44025580Cermaq Chile S.A.Camino Chinquihue Km 12Puerto Montt, Los Lagos, Chile De: Mesa de Ayuda ORCA &lt;ticket@orcatecnologia.cl&gt;Enviado: lunes, 8 de julio de 2024 8:50Para: Supervisor Monitoreo &lt;supervisor.monitoreo@cermaq.com&gt;Asunto: Registration Confirmation EXTERNAL EMAILHello Supervisor Monitoreo,This email is confirmation that you are now registered on Orca Tecnologias.Registered Email: supervisor.monitoreo@cermaq.comPassword: fTPdRRETYou can visit the helpdesk to browse articles and contact us at any time: https://cc210b891aa7.sn.mynetname.netKind regards,Orca TecnologiasThis email was sent fromOrca Tecnologia. Powered by Faveo.CAUTION: This email originated from outside of the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe.";Enlace;;;;;;Otro;;Click here to view ticket;;
ORCA-AAAA-1313;Camara Apagada Chidhuapi;Cerrado;;chidhuapi;;Soporte;Problema;Emergencia;central monitoreo aquachile;Aquachile;;Web;central monitoreo aquachile;1156;;agosto 31, 2024 7:08 AM;septiembre 02, 2024 7:15 PM;septiembre 02, 2024 7:15 PM;Estimados buenas noches, solicito de su apoyo ya que el centro Chidhuapi se encuentra con las cámaras apagadas, solo el radar funcionando.  ;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1306;Mantencion camara de silo Renaico;Cerrado;;renaico;;Soporte;;Alta;Raul  Dodero;;pablo ojeda;Email;Raul  Dodero;5814;;agosto 23, 2024 9:15 PM;agosto 29, 2024 10:09 PM;agosto 29, 2024 10:09 PM;Buenos días:Don Hector, en revisión rutinaria de las cámaras, personal de soporte se percató de que la cámara de silo instalada en Renaico, fue golpeada por un maxisaco más de una vez, al parecer esto aflojó la sujeción, será posible pedir apoyo en el centro para que la puedan ajustar, sería ideal para no tener que enviar personal, muchas gracias de antemano.Le dejamos un fragmento de video en el adjunto para su revisión.Quedamos atentos.Saludos cordiales ;Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1307;Re: PTZ Francisco Sur;Cerrado;;francisco sur;;Soporte;;Alta;Raul  Dodero;;;Email;Raul  Dodero;4176;;agosto 24, 2024 6:40 PM;agosto 28, 2024 9:35 PM;agosto 28, 2024 9:35 PM;"Buenos dias:Soporte ingresará a revisar lo que nos informan, al finalizar les avisaremos para su revisión. Saludos cordiales El sáb, 24 de ago de 2024, 6:14 a. m., Vigilancia2 &lt;vigilancia2@aquachile.com&gt; escribió:Estimados,Una de las PTZ de Francisco sur deja de encuadrar al módulo a ratos, favor verificar situación para corregir posición.Agradeciendo su gestión,Saludos cordiales.Alexandra CarvajalProtección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com";Cámaras;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1305;Mantencion camara de silo Verdugo 1;Cerrado;;;;Soporte;;Alta;Raul  Dodero;;;Email;Raul  Dodero;2871;;agosto 21, 2024 9:25 PM;agosto 23, 2024 9:16 PM;agosto 23, 2024 9:16 PM;Buenos días:Don Hector, en revisión rutinaria de las cámaras, personal de soporte se percató de que la cámara de silo instalada en Verdugo 1, fue golpeada por un maxisaco, al parecer esto aflojó la sujeción, será posible pedir apoyo en el centro para que la puedan ajustar, sería ideal para no tener que enviar personal, muchas gracias de antemano.Le dejamos un fragmento de video en el adjunto para su revisión.Quedamos atentos.Saludos cordiales--  ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1304;Matriz baterias;Cerrado;;;Lin Lin;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;1197;agosto 15, 2024 9:25 PM;agosto 15, 2024 9:05 PM;agosto 16, 2024 5:01 PM;agosto 16, 2024 5:01 PM;Buenos días estimado se solicita poder actualizar estado de batería de Centro Lin Lin.En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;;Click here to view ticket;;
ORCA-AAAA-1302;agregar preset base maillen;Cerrado;;;maillen;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Raul  Dodero;Email;Central Seguridad_Say;1117;agosto 14, 2024 6:45 AM;agosto 14, 2024 4:10 AM;agosto 14, 2024 10:47 PM;agosto 14, 2024 10:47 PM;Buenas tardes. Estimados para solicitar preset a cámara PTZ 1 (base Maillen) en la posición que se adjunta en la siguiente imagen por favor. Ya que no hay visual en ese sector por la cámara.   En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Central de Monitoreo;;;;;;;Cambio de Presset;Click here to view ticket;;
ORCA-AAAA-1297;Camara ensilaje, Centro Raliguao;Cerrado;;;raliguao;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;Danilo  Aguero;Email;Central Seguridad_Say;7157;agosto 08, 2024 12:30 AM;agosto 07, 2024 11:30 PM;agosto 14, 2024 10:47 PM;agosto 14, 2024 10:47 PM;Buenas tardes, para informar que se perdió visual de la cámara de ensilaje de Centro Raliguao.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;Cámaras;;;;;;;;Click here to view ticket;;
